State,County,Median household income,Poor or fair health,Uninsured adults
NY,Monroe County,50811,0.166,0.124
NY,Monroe County,51722,0.166,0.111
NY,Montgomery County,41034,0.122,0.134
NY,Montgomery County,43880,0.122,0.139
NY,Nassau County,92543,0.114,0.125
NY,Nassau County,95395,0.114,0.123
NY,New York County,66739,0.155,0.141
NY,New York County,71443,0.155,0.13
NY,Niagara County,47548,0.144,0.131
NY,Niagara County,46752,0.144,0.12
NY,Oneida County,45973,0.139,0.136
NY,Oneida County,44031,0.139,0.132
NY,Onondaga County,52362,0.131,0.132
NY,Onondaga County,52055,0.131,0.119
NY,Ontario County,52774,0.076,0.116
NY,Ontario County,57846,0.076,0.106
NY,Orange County,65761,0.169,0.149
NY,Orange County,68249,0.169,0.141
NY,Orleans County,45329,0.191,0.144
NY,Orleans County,43876,0.191,0.141
NY,Oswego County,46487,0.164,0.135
NY,Oswego County,46281,0.164,0.127
NY,Otsego County,47318,0.14,0.132
NY,Otsego County,47689,0.14,0.132
NY,Putnam County,92950,0.063,0.113
NY,Putnam County,92014,0.063,0.115
NY,Queens County,54373,0.177,0.249
NY,Queens County,56307,0.177,0.237
NY,Rensselaer County,59237,0.165,0.119
NY,Rensselaer County,56643,0.165,0.111
NY,Richmond County,70295,0.115,0.119
NY,Richmond County,68621,0.115,0.12
NY,Rockland County,81517,0.119,0.15
NY,Rockland County,80132,0.119,0.141
NY,Saratoga County,66677,0.121,0.097
NY,Saratoga County,69917,0.121,0.088
NY,Schenectady County,54654,0.154,0.131
NY,Schenectady County,53978,0.154,0.112
NY,Schoharie County,47581,0.095,0.134
NY,Schoharie County,49307,0.095,0.128
NY,Schuyler County,46983,0.15,0.142
NY,Schuyler County,44080,0.15,0.13
NY,Seneca County,47297,0.237,0.139
NY,Seneca County,45265,0.237,0.139
NY,St. Lawrence County,41640,0.189,0.153
NY,St. Lawrence County,43556,0.189,0.146
NY,Steuben County,46110,0.151,0.15
NY,Steuben County,46540,0.151,0.138
NY,Suffolk County,85717,0.114,0.14
NY,Suffolk County,84940,0.114,0.142
NY,Sullivan County,46102,0.153,0.174
NY,Sullivan County,46928,0.153,0.17
NY,Tioga County,56891,0.144,0.121
NY,Tioga County,51026,0.144,0.113
NY,Tompkins County,49159,0.119,0.129
NY,Tompkins County,49457,0.119,0.131
NY,Ulster County,56832,0.121,0.153
NY,Ulster County,56933,0.121,0.162
NY,Warren County,52692,0.129,0.123
NY,Warren County,52552,0.129,0.129
NY,Washington County,49964,0.163,0.138
NY,Washington County,48522,0.163,0.137
NY,Wayne County,48991,0.206,0.137
NY,Wayne County,50603,0.206,0.127
NY,Westchester County,77166,0.115,0.154
NY,Westchester County,83094,0.115,0.156
NY,Wyoming County,48470,0.141,0.137
NY,Wyoming County,51676,0.141,0.13
NY,Yates County,43789,,0.158
NY,Yates County,45509,,0.17
OH,Adams County,34955,0.196,0.202
OH,Adams County,37259,0.196,0.204
OH,Allen County,42173,0.155,0.162
OH,Allen County,43274,0.155,0.174
OH,Ashland County,44748,0.133,0.183
OH,Ashland County,48196,0.133,0.181
OH,Ashtabula County,37811,0.188,0.188
OH,Ashtabula County,40899,0.188,0.183
OH,Athens County,33950,0.166,0.195
OH,Athens County,35783,0.166,0.187
OH,Auglaize County,51769,0.143,0.146
OH,Auglaize County,54010,0.143,0.138
OH,Belmont County,42176,0.187,0.177
OH,Belmont County,39264,0.187,0.163
OH,Brown County,44209,0.131,0.184
OH,Brown County,43050,0.131,0.181
OH,Butler County,55599,0.163,0.159
OH,Butler County,55992,0.163,0.165
OH,Carroll County,42540,0.206,0.186
OH,Carroll County,44622,0.206,0.174
OH,Champaign County,48826,0.13,0.164
OH,Champaign County,48516,0.13,0.159
OH,Clark County,40783,0.15,0.168
OH,Clark County,44029,0.15,0.184
OH,Clermont County,54179,0.152,0.158
OH,Clermont County,61398,0.152,0.154
OH,Clinton County,42640,0.22,0.164
OH,Clinton County,46541,0.22,0.162
OH,Columbiana County,42782,0.201,0.193
OH,Columbiana County,41996,0.201,0.177
OH,Coshocton County,42035,0.164,0.207
OH,Coshocton County,39496,0.164,0.182
OH,Crawford County,40493,0.139,0.181
OH,Crawford County,38421,0.139,0.173
OH,Cuyahoga County,41954,0.148,0.177
OH,Cuyahoga County,43653,0.148,0.169
OH,Darke County,44554,0.191,0.186
OH,Darke County,43465,0.191,0.171
OH,Defiance County,46382,0.152,0.169
OH,Defiance County,48971,0.152,0.161
OH,Delaware County,87470,0.07,0.091
OH,Delaware County,89016,0.07,0.086
OH,Erie County,46307,0.195,0.164
OH,Erie County,46495,0.195,0.155
OH,Fairfield County,58884,0.116,0.145
OH,Fairfield County,56697,0.116,0.139
OH,Fayette County,42100,0.275,0.183
OH,Fayette County,40031,0.275,0.181
OH,Franklin County,50053,0.15,0.185
OH,Franklin County,51456,0.15,0.187
OH,Fulton County,50658,0.121,0.155
OH,Fulton County,51454,0.121,0.148
OH,Gallia County,38397,0.179,0.174
OH,Gallia County,39447,0.179,0.18
OH,Geauga County,69214,0.055,0.143
OH,Geauga County,69078,0.055,0.155
OH,Greene County,54038,0.112,0.124
OH,Greene County,60093,0.112,0.131
OH,Guernsey County,38353,0.154,0.187
OH,Guernsey County,39760,0.154,0.182
OH,Hamilton County,46952,0.132,0.17
OH,Hamilton County,47123,0.132,0.16
OH,Hancock County,49866,0.083,0.169
OH,Hancock County,48729,0.083,0.155
OH,Hardin County,42023,0.196,0.186
OH,Hardin County,42474,0.196,0.177
OH,Harrison County,39801,0.176,0.18
OH,Harrison County,40343,0.176,0.164
OH,Henry County,51036,,0.167
OH,Henry County,51105,,0.156
OH,Highland County,38847,0.206,0.203
OH,Highland County,40419,0.206,0.202
OH,Hocking County,38927,0.186,0.178
OH,Hocking County,42376,0.186,0.178
OH,Holmes County,43624,,0.294
OH,Holmes County,49118,,0.315
OH,Huron County,46303,0.164,0.181
OH,Huron County,44825,0.164,0.181
OH,Jackson County,37020,0.217,0.185
OH,Jackson County,37823,0.217,0.175
OH,Jefferson County,40114,0.252,0.176
OH,Jefferson County,38074,0.252,0.164
OH,Knox County,44133,0.122,0.175
OH,Knox County,47053,0.122,0.167
OH,Lake County,55149,0.136,0.156
OH,Lake County,55477,0.136,0.141
OH,Lawrence County,38790,0.279,0.182
OH,Lawrence County,41137,0.279,0.174
OH,Licking County,52678,0.147,0.157
OH,Licking County,54909,0.147,0.157
OH,Logan County,45397,0.167,0.169
OH,Logan County,50077,0.167,0.169
OH,Lorain County,49758,0.155,0.161
OH,Lorain County,52762,0.155,0.154
OH,Lucas County,40759,0.18,0.185
OH,Lucas County,40751,0.18,0.176
OH,Madison County,53445,0.141,0.161
OH,Madison County,54039,0.141,0.15
OH,Mahoning County,39982,0.139,0.177
OH,Mahoning County,41076,0.139,0.165
OH,Marion County,43315,0.163,0.189
OH,Marion County,42862,0.163,0.164
OH,Medina County,65670,0.094,0.132
OH,Medina County,66720,0.094,0.125
OH,Meigs County,34978,0.226,0.193
OH,Meigs County,40023,0.226,0.198
OH,Mercer County,52060,0.225,0.161
OH,Mercer County,55110,0.225,0.148
OH,Miami County,52622,0.129,0.159
OH,Miami County,51892,0.129,0.154
OH,Monroe County,42902,0.149,0.171
OH,Monroe County,41000,0.149,0.163
OH,Montgomery County,42859,0.156,0.176
OH,Montgomery County,43103,0.156,0.185
OH,Morgan County,35748,0.196,0.21
OH,Morgan County,36057,0.196,0.194
OH,Morrow County,50904,0.261,0.167
OH,Morrow County,49980,0.261,0.183
OH,Muskingum County,39814,0.157,0.172
OH,Muskingum County,40399,0.157,0.18
OH,Noble County,40405,0.178,0.2
OH,Noble County,42425,0.178,0.176
OH,Ottawa County,51216,0.149,0.144
OH,Ottawa County,51787,0.149,0.147
OH,Paulding County,44453,0.171,0.172
OH,Paulding County,46921,0.171,0.164
OH,Perry County,40590,0.129,0.181
OH,Perry County,41586,0.129,0.181
OH,Pickaway County,54540,0.221,0.157
OH,Pickaway County,52666,0.221,0.159
OH,Pike County,36819,0.203,0.189
OH,Pike County,41092,0.203,0.176
OH,Portage County,52249,0.129,0.156
OH,Portage County,52576,0.129,0.155
OH,Preble County,46298,,0.173
OH,Preble County,47251,,0.167
OH,Putnam County,57079,0.098,0.143
OH,Putnam County,60562,0.098,0.13
OH,Richland County,41772,0.139,0.169
OH,Richland County,40210,0.139,0.164
OH,Ross County,43285,0.293,0.168
OH,Ross County,42730,0.293,0.163
OH,Sandusky County,46274,0.174,0.161
OH,Sandusky County,46800,0.174,0.166
OH,Scioto County,36379,0.241,0.185
OH,Scioto County,36682,0.241,0.19
OH,Seneca County,43899,0.136,0.174
OH,Seneca County,47121,0.136,0.164
OH,Shelby County,53390,0.186,0.158
OH,Shelby County,51529,0.186,0.156
OH,Stark County,45626,0.153,0.169
OH,Stark County,45199,0.153,0.166
OH,Summit County,48836,0.147,0.17
OH,Summit County,49353,0.147,0.163
OH,Trumbull County,41253,0.202,0.18
OH,Trumbull County,41951,0.202,0.19
OH,Tuscarawas County,43546,0.132,0.189
OH,Tuscarawas County,44121,0.132,0.179
OH,Union County,63378,0.115,0.126
OH,Union County,68650,0.115,0.124
OH,Van Wert County,45024,0.169,0.159
OH,Van Wert County,47169,0.169,0.15
OH,Vinton County,36432,0.19,0.184
OH,Vinton County,37842,0.19,0.184
OH,Warren County,73598,0.113,0.11
OH,Warren County,75041,0.113,0.119
OH,Washington County,41747,0.162,0.176
OH,Washington County,41236,0.162,0.16
OH,Wayne County,47859,0.117,0.185
OH,Wayne County,49580,0.117,0.176
OH,Williams County,42418,0.17,0.169
OH,Williams County,45510,0.17,0.16
OH,Wood County,50534,0.135,0.131
OH,Wood County,52578,0.135,0.138
OH,Wyandot County,46327,0.118,0.167
OH,Wyandot County,46568,0.118,0.162
OK,Adair County,31544,0.229,0.344
OK,Adair County,31997,0.229,0.35
OK,Alfalfa County,43892,0.122,0.271
OK,Alfalfa County,50190,0.122,0.234
OK,Atoka County,36614,0.248,0.306
OK,Atoka County,34973,0.248,0.317
OK,Beaver County,52134,0.147,0.267
OK,Beaver County,55279,0.147,0.272
OK,Beckham County,50342,0.211,0.263
OK,Beckham County,49578,0.211,0.248
OK,Blaine County,40797,0.174,0.253
OK,Blaine County,41276,0.174,0.256
OK,Bryan County,37157,0.203,0.301
OK,Bryan County,36601,0.203,0.304
OK,Caddo County,34246,0.203,0.321
OK,Caddo County,37298,0.203,0.336
OK,Canadian County,62984,0.128,0.189
OK,Canadian County,63889,0.128,0.177
OK,Carter County,45787,0.193,0.29
OK,Carter County,43030,0.193,0.265
OK,Cherokee County,35482,0.238,0.339
OK,Cherokee County,36643,0.238,0.34
OK,Choctaw County,30115,0.213,0.285
OK,Choctaw County,30972,0.213,0.292
OK,Cimarron County,39376,0.1,0.33
OK,Cimarron County,39617,0.1,0.348
OK,Cleveland County,54036,0.144,0.208
OK,Cleveland County,54865,0.144,0.196
OK,Coal County,33185,0.215,0.305
OK,Coal County,35538,0.215,0.315
OK,Comanche County,44726,0.204,0.225
OK,Comanche County,42733,0.204,0.244
OK,Cotton County,38044,0.201,0.246
OK,Cotton County,40608,0.201,0.263
OK,Craig County,37586,0.189,0.262
OK,Craig County,36932,0.189,0.267
OK,Creek County,44130,0.195,0.268
OK,Creek County,44608,0.195,0.251
OK,Custer County,44842,0.155,0.287
OK,Custer County,47399,0.155,0.297
OK,Delaware County,36765,0.243,0.338
OK,Delaware County,36225,0.243,0.321
OK,Dewey County,45763,,0.259
OK,Dewey County,49308,,0.245
OK,Ellis County,49545,,0.22
OK,Ellis County,49804,,0.204
OK,Garfield County,45370,0.143,0.253
OK,Garfield County,47961,0.143,0.263
OK,Garvin County,37980,0.24,0.276
OK,Garvin County,38414,0.24,0.279
OK,Grady County,47619,0.19,0.246
OK,Grady County,48671,0.19,0.248
OK,Grant County,45138,0.206,0.235
OK,Grant County,51119,0.206,0.217
OK,Greer County,33761,0.167,0.243
OK,Greer County,34806,0.167,0.235
OK,Harmon County,28570,,0.321
OK,Harmon County,31707,,0.301
OK,Harper County,47375,,0.28
OK,Harper County,45395,,0.273
OK,Haskell County,32746,0.191,0.315
OK,Haskell County,35045,0.191,0.315
OK,Hughes County,30949,0.179,0.304
OK,Hughes County,34656,0.179,0.305
OK,Jackson County,40024,0.179,0.253
OK,Jackson County,41147,0.179,0.259
OK,Jefferson County,31684,0.26,0.311
OK,Jefferson County,31916,0.26,0.311
OK,Johnston County,36135,0.236,0.279
OK,Johnston County,35171,0.236,0.305
OK,Kay County,39591,0.198,0.286
OK,Kay County,41098,0.198,0.268
OK,Kingfisher County,53332,0.116,0.283
OK,Kingfisher County,54982,0.116,0.256
OK,Kiowa County,36329,0.216,0.255
OK,Kiowa County,34611,0.216,0.265
OK,Latimer County,35649,0.281,0.262
OK,Latimer County,36177,0.281,0.278
OK,Le Flore County,32778,0.226,0.322
OK,Le Flore County,35122,0.226,0.318
OK,Lincoln County,44149,0.181,0.264
OK,Lincoln County,42378,0.181,0.261
OK,Logan County,51642,0.175,0.242
OK,Logan County,57490,0.175,0.23
OK,Love County,43083,0.248,0.278
OK,Love County,46154,0.248,0.28
OK,Major County,49718,0.205,0.243
OK,Major County,52226,0.205,0.26
OK,Marshall County,36096,0.235,0.333
OK,Marshall County,38055,0.235,0.312
OK,Mayes County,38724,0.218,0.297
OK,Mayes County,41142,0.218,0.298
OK,McClain County,54495,0.149,0.237
OK,McClain County,57784,0.149,0.244
OK,McCurtain County,30712,0.209,0.313
OK,McCurtain County,31319,0.209,0.308
OK,McIntosh County,33031,0.194,0.32
OK,McIntosh County,38094,0.194,0.304
OK,Murray County,42510,0.188,0.267
OK,Murray County,49816,0.188,0.259
OK,Muskogee County,37103,0.259,0.289
OK,Muskogee County,38574,0.259,0.281
OK,Noble County,43922,0.214,0.209
OK,Noble County,47028,0.214,0.221
OK,Nowata County,38497,0.225,0.268
OK,Nowata County,40563,0.225,0.278
OK,Okfuskee County,31556,0.209,0.298
OK,Okfuskee County,34982,0.209,0.294
OK,Oklahoma County,43623,0.188,0.283
OK,Oklahoma County,45988,0.188,0.274
OK,Okmulgee County,38216,0.213,0.279
OK,Okmulgee County,36588,0.213,0.248
OK,Osage County,44528,0.174,0.247
OK,Osage County,49999,0.174,0.247
OK,Ottawa County,34581,0.225,0.303
OK,Ottawa County,35921,0.225,0.304
OK,Pawnee County,44198,0.192,0.275
OK,Pawnee County,42967,0.192,0.263
OK,Payne County,37874,0.155,0.246
OK,Payne County,39609,0.155,0.235
OK,Pittsburg County,40080,0.205,0.267
OK,Pittsburg County,41105,0.205,0.279
OK,Pontotoc County,37492,0.231,0.266
OK,Pontotoc County,40479,0.231,0.266
OK,Pottawatomie County,42255,0.194,0.269
OK,Pottawatomie County,44405,0.194,0.252
OK,Pushmataha County,30604,0.298,0.319
OK,Pushmataha County,32352,0.298,0.309
OK,Roger Mills County,49443,,0.262
OK,Roger Mills County,53962,,0.235
OK,Rogers County,56547,0.18,0.199
OK,Rogers County,55865,0.18,0.208
OK,Seminole County,33940,0.294,0.294
OK,Seminole County,34731,0.294,0.307
OK,Sequoyah County,34195,0.274,0.288
OK,Sequoyah County,33912,0.274,0.297
OK,Stephens County,43405,0.171,0.234
OK,Stephens County,45607,0.171,0.225
OK,Texas County,45199,0.125,0.338
OK,Texas County,46914,0.125,0.322
OK,Tillman County,32382,0.234,0.308
OK,Tillman County,35054,0.234,0.296
OK,Tulsa County,47371,0.168,0.259
OK,Tulsa County,48082,0.168,0.263
OK,Wagoner County,54839,0.17,0.226
OK,Wagoner County,53098,0.17,0.234
OK,Washington County,48851,0.151,0.229
OK,Washington County,46836,0.151,0.238
OK,Washita County,43590,0.295,0.258
OK,Washita County,46742,0.295,0.244
OK,Woods County,49416,,0.219
OK,Woods County,48583,,0.195
OK,Woodward County,49070,0.152,0.26
OK,Woodward County,54158,0.152,0.251
OR,Baker County,37025,0.111,0.224
OR,Baker County,42200,0.111,0.212
OR,Benton County,51890,0.113,0.172
OR,Benton County,50714,0.113,0.185
OR,Clackamas County,64231,0.118,0.174
OR,Clackamas County,66514,0.118,0.167
OR,Clatsop County,43202,0.126,0.235
OR,Clatsop County,43048,0.126,0.222
OR,Columbia County,53250,0.16,0.181
OR,Columbia County,55222,0.16,0.181
OR,Coos County,36057,0.176,0.214
OR,Coos County,37583,0.176,0.225
OR,Crook County,41232,0.157,0.238
OR,Crook County,43343,0.157,0.22
OR,Curry County,34854,0.207,0.221
OR,Curry County,37175,0.207,0.217
OR,Deschutes County,48591,0.087,0.211
OR,Deschutes County,49427,0.087,0.22
OR,Douglas County,39399,0.23,0.223
OR,Douglas County,40243,0.23,0.211
OR,Grant County,37177,0.097,0.223
OR,Grant County,40569,0.097,0.228
OR,Harney County,35848,0.253,0.254
OR,Harney County,37041,0.253,0.263
OR,Hood River County,53023,0.148,0.292
OR,Hood River County,50891,0.148,0.278
OR,Jackson County,44392,0.151,0.253
OR,Jackson County,43393,0.151,0.241
OR,Jefferson County,41426,0.129,0.304
OR,Jefferson County,41107,0.129,0.302
OR,Josephine County,35109,0.172,0.225
OR,Josephine County,37619,0.172,0.221
OR,Klamath County,38193,0.176,0.256
OR,Klamath County,37542,0.176,0.248
OR,Lake County,38668,0.102,0.227
OR,Lake County,37856,0.102,0.227
OR,Lane County,41123,0.142,0.22
OR,Lane County,43778,0.142,0.211
OR,Lincoln County,39738,0.14,0.235
OR,Lincoln County,39801,0.14,0.25
OR,Linn County,43837,0.179,0.217
OR,Linn County,44941,0.179,0.207
OR,Malheur County,33994,0.158,0.277
OR,Malheur County,34565,0.158,0.265
OR,Marion County,45631,0.144,0.271
OR,Marion County,46919,0.144,0.266
OR,Morrow County,50246,0.166,0.265
OR,Morrow County,51289,0.166,0.269
OR,Multnomah County,51580,0.128,0.225
OR,Multnomah County,53624,0.128,0.209
OR,Polk County,49636,0.161,0.196
OR,Polk County,51224,0.161,0.195
OR,Sherman County,52679,,0.201
OR,Tillamook County,43558,0.097,0.241
OR,Tillamook County,41584,0.097,0.264
OR,Umatilla County,46725,0.2,0.274
OR,Umatilla County,47053,0.2,0.263
OR,Union County,41504,0.141,0.199
OR,Union County,41331,0.141,0.214
OR,Wallowa County,40554,,0.215
OR,Wallowa County,42751,,0.219
OR,Wasco County,41324,0.142,0.286
OR,Wasco County,42461,0.142,0.289
OR,Washington County,63566,0.108,0.191
OR,Washington County,63632,0.108,0.185
OR,Yamhill County,49656,0.137,0.225
OR,Yamhill County,57427,0.137,0.209
PA,Adams County,57919,0.13,0.146
PA,Adams County,57725,0.13,0.147
PA,Allegheny County,50831,0.127,0.124
PA,Allegheny County,51400,0.127,0.122
PA,Armstrong County,41796,0.158,0.143
PA,Armstrong County,42927,0.158,0.133
PA,Beaver County,46933,0.17,0.129
PA,Beaver County,49215,0.17,0.121
PA,Bedford County,42055,0.183,0.167
PA,Bedford County,48003,0.183,0.161
PA,Berks County,52058,0.124,0.151
PA,Berks County,55634,0.124,0.156
PA,Blair County,41154,0.201,0.133
PA,Blair County,41756,0.201,0.134
PA,Bradford County,47475,0.137,0.158
PA,Bradford County,49117,0.137,0.154
PA,Bucks County,75378,0.109,0.104
PA,Bucks County,73662,0.109,0.105
PA,Butler County,57346,0.108,0.117
PA,Butler County,58430,0.108,0.108
PA,Cambria County,39724,0.168,0.135
PA,Cambria County,40930,0.168,0.128
PA,Cameron County,39346,0.172,0.144
PA,Cameron County,37891,0.172,0.138
PA,Carbon County,48313,0.154,0.146
PA,Carbon County,44338,0.154,0.145
PA,Centre County,50088,0.103,0.131
PA,Centre County,52559,0.103,0.136
PA,Chester County,82456,0.094,0.112
PA,Chester County,83775,0.094,0.107
PA,Clarion County,41538,0.155,0.157
PA,Clarion County,40043,0.155,0.145
PA,Clearfield County,41519,0.173,0.153
PA,Clearfield County,39912,0.173,0.142
PA,Clinton County,41949,0.177,0.161
PA,Clinton County,44887,0.177,0.139
PA,Columbia County,45038,0.159,0.139
PA,Columbia County,45564,0.159,0.119
PA,Crawford County,41756,0.149,0.175
PA,Crawford County,43793,0.149,0.161
PA,Cumberland County,57982,0.117,0.112
PA,Cumberland County,60134,0.117,0.114
PA,Dauphin County,52096,0.128,0.139
PA,Dauphin County,53480,0.128,0.138
PA,Delaware County,60900,0.127,0.124
PA,Delaware County,64186,0.127,0.13
PA,Elk County,48703,0.273,0.134
PA,Elk County,46388,0.273,0.121
PA,Erie County,45935,0.163,0.153
PA,Erie County,44223,0.163,0.132
PA,Fayette County,38740,0.207,0.158
PA,Fayette County,37929,0.207,0.155
PA,Forest County,34693,0.281,0.155
PA,Forest County,38087,0.281,0.162
PA,Franklin County,51890,0.143,0.171
PA,Franklin County,53913,0.143,0.159
PA,Fulton County,46848,0.084,0.154
PA,Fulton County,46032,0.084,0.15
PA,Greene County,42819,0.263,0.131
PA,Greene County,45156,0.263,0.119
PA,Huntingdon County,43456,0.128,0.151
PA,Huntingdon County,42479,0.128,0.14
PA,Indiana County,42614,0.169,0.143
PA,Indiana County,44504,0.169,0.158
PA,Jefferson County,40876,0.151,0.164
PA,Jefferson County,41637,0.151,0.155
PA,Juniata County,42261,0.101,0.171
PA,Juniata County,46183,0.101,0.168
PA,Lackawanna County,43002,0.129,0.145
PA,Lackawanna County,44926,0.129,0.142
PA,Lancaster County,54748,0.114,0.159
PA,Lancaster County,56766,0.114,0.157
PA,Lawrence County,43346,0.171,0.146
PA,Lawrence County,43199,0.171,0.141
PA,Lebanon County,51490,0.117,0.133
PA,Lebanon County,54952,0.117,0.146
PA,Lehigh County,53457,0.121,0.162
PA,Lehigh County,53722,0.121,0.164
PA,Luzerne County,42244,0.156,0.151
PA,Luzerne County,44734,0.156,0.151
PA,Lycoming County,45306,0.144,0.161
PA,Lycoming County,46663,0.144,0.137
PA,Mc Kean County,40621,0.192,0.143
PA,Mc Kean County,41653,0.192,0.145
PA,Mercer County,41889,0.154,0.145
PA,Mercer County,43936,0.154,0.13
PA,Mifflin County,38220,,0.176
PA,Mifflin County,42567,,0.172
PA,Monroe County,55492,0.118,0.171
PA,Monroe County,55273,0.118,0.163
PA,Montgomery County,76924,0.102,0.1
PA,Montgomery County,77021,0.102,0.095
PA,Montour County,52625,0.114,0.123
PA,Montour County,53329,0.114,0.106
PA,Northampton County,55483,0.151,0.132
PA,Northampton County,59605,0.151,0.132
PA,Northumberland County,40814,0.177,0.157
PA,Northumberland County,41078,0.177,0.155
PA,Perry County,55287,0.118,0.165
PA,Perry County,56544,0.118,0.148
PA,Philadelphia County,35518,0.202,0.201
PA,Philadelphia County,36918,0.202,0.196
PA,Pike County,55159,0.116,0.153
PA,Pike County,60168,0.116,0.162
